title,description,symbol,sentiment
A look at Tesla's eleven-member board,"Tesla Inc Chief Executive
Officer Elon Musk criticized the U.S. Securities and Exchange
Commission on Tuesday, after it accused him of violating the
terms of a settlement last year of fraud charges against him.
    In a filing on Monday, the SEC said that in a tweet on Feb.
19 Musk had broken a promise made last year to have his public
statements vetted by the company's board, part of the deal.

     
    The following is a snaps
  
",TSLA,
U.S. consumer regulator forms task force to keep an eye on big tech,"The Federal Trade Commission,
under pressure to keep closer tabs on big tech companies like
Alphabet's Google and Facebook, said on Tuesday
it would create a task force to monitor the sector and
investigate anticompetitive conduct.
  
",FB,
Earth scientists plan to meld massive databases into a ?geological Google?,China is backing an international effort to make a one-stop data shop,GOOGL,
UPDATE 1-U.S. consumer regulator forms task force to monitor big tech,"The Federal Trade Commission,
under pressure to keep closer tabs on big tech companies such as
Alphabet's Google and Facebook, said on Tuesday
it would create a task force to monitor the sector and
investigate anticompetitive conduct.
  
",FB,
"REFILE-UPDATE 1-Mylan quarterly profit, 2019 forecast miss Wall Street estimates","Generic drugmaker Mylan NV on
Tuesday reported lower-than-expected fourth-quarter profit and
forecast 2019 earnings well below Wall Street estimates, as it
grapples with significant problems at its Morgantown, West
Virginia, plant.
  
",AAPL,
"UPDATE 2-Mylan quarterly profit, 2019 forecast miss Wall Street estimates","Generic drugmaker Mylan NV on
Tuesday reported lower-than-expected fourth-quarter profit and
forecast 2019 earnings well below Wall Street estimates, as it
grapples with significant problems at its Morgantown, West
Virginia, plant.
  
",AAPL,
Mukesh Ambani breaks into global rich list as Anil with $1.9 bn fights bankruptcy,Bezos of Amazon tops the list for the second consecutive year with networth of USD 147 billion.,AMZN,
"Amazon, Comcast, Electronic Arts submit bids for Nexon holding firm-Maeil report","Amazon.com Inc, Comcast
Corp and Electronic Arts Inc submitted initial
bids for the holding firm of South Korea's biggest gaming firm
Nexon, Maeil Business Newspaper said on Wednesday,
citing investment banking sources.
  
",AMZN,
A tweet may cost Elon Musk his job as Tesla CEO,The Securities and Exchange Commission (SEC) on Monday accused him of violating the terms of a court endorsed deal between him and the regulatory agency stating that he should avoid sending any tweet that could affect the price of Tesla shares.,TSLA,
REFILE-Spotify launches music streaming service in India,"Spotify launched its music
streaming service in India on Wednesday, stepping into a market
crowded by local players including JioSaavn, Gaana, Amazon Music
and Airtel's Wynk.
  
",AMZN,
Volvo's Polestar joins electric car race with rival to Tesla 3,"Volvo Cars' luxury performance
brand Polestar unveiled online its first fully electric sedan on
Wednesday, with a price and driving range to rival Tesla's
mass market Model 3.
  
",TSLA,
Elon Musk's tweets all but assure Tesla will have to pay $920 million,Tesla to pay $920 million to bondholders on Friday,TSLA,
Tesla faces a cash crunch with a $920 million debt payment due on Friday,"If Tesla's stock was much higher, the company could convert debt to equity and pay back lenders that way.",TSLA,
Elon Musk's tweets show that Tesla's board either can't or won't try to keep him in check,Elon Musk's renewed feud with the SEC after another errant tweet raises concern over the Tesla board's ability to control the company's strong-willed and unpredictable CEO.,TSLA,
TikTok is showing that it's possible to beat Facebook with a hot app teens love,"Lasso, a new social app by Facebook, has failed to gain ground on competitor TikTok since launching in early November.",FB,
UPDATE 1-Volvo's Polestar joins electric car race with rival to Tesla 3,"Volvo Cars' luxury performance
brand Polestar unveiled its first fully electric sedan on
Wednesday, opening up online pre-orders for the five-seater
fastback at a price and with a driving range to rival Tesla's
mass market Model 3.
  
",TSLA,
Volkswagen deepens cloud computing partnership with Microsoft,"Volkswagen said on
Wednesday it had struck a deal with Microsoft to
cooperate on cloud computing in China and the United States, as
part of its drive to offer connected vehicle services across the
globe.
  
",MSFT,
A former rising star from Facebook builds a rival to its own Workplace app,"After working for Facebook for six years, Threads CEO Rousseau Kazi is now competing directly against his former employer.",FB,
Peru to fix oil pipeline after deal with indigenous community,"State-owned energy company
Petroperu will start repairing its ruptured pipeline in the
Peruvian Amazon on Wednesday, after the government struck a deal
with an indigenous community that had blocked such work for
nearly three months, the government said.
  
",AMZN,
UPDATE 1-Spotify steps into crowded Indian market,"Spotify, the world's most
popular paid music streaming service, launched in India on
Tuesday, stepping into a price-sensitive market crowded by
well-funded local players like JioSaavn and Apple Music.
  
",AAPL,
Meet Elon Tusk: Tesla chief changes Twitter display name,"Silicon Valley billionaire Elon Musk
changed his Twitter display name to ""Elon Tusk"" in another
late-night flurry of tweets on Wednesday, which also promised
news from his electric carmaker Tesla Inc later this
week.
  
",TSLA,
UPDATE 2-Spotify steps into crowded Indian market,"Spotify, the world's most
popular paid music streaming service, launched in India on
Tuesday, stepping into a price-sensitive market crowded by
well-funded local players like JioSaavn and Apple Music.
  
",AAPL,
Soccer-Facebook Watch to broadcast El Clasico live and free in India,"Fans in India will be able to watch Sunday's El Clasico between Real Madrid and Barcelona live and free on Facebook Watch, the social media giant's streaming platform, La Liga has said.
  
",FB,
"Amazon taps a company veteran to lead its new pharmacy business, including PillPack","Amazon's Nader Kabbani, who's been at the company since 2005, is running its new pharmacy initiative.",AMZN,
Amazon reportedly pulls plans to expand into new Seattle skyscraper after scrapping NYC headquarters,"Amazon is scaling back its expansion in Seattle by seeking tenants for the 30 floors of office space it leased at Rainier Square, GeekWire reported.",AMZN,
CORRECTED-Meet Elon Tusk: Tesla chief changes Twitter display name,"Silicon Valley billionaire Elon Musk
changed his Twitter display name to ""Elon Tusk"" in another
late-night flurry of tweets between Tuesday evening and
Wednesday morning, which also promised news from his electric
carmaker Tesla Inc later this week.
  
",TSLA,
UPDATE 1-Meet Elon Tusk: Tesla chief changes Twitter display name,"Tesla Inc Chief Executive
Officer Elon Musk changed his Twitter display name to ""Elon
Tusk"" and promised news from his electric carmaker later this
week in another late-night flurry of tweets between Tuesday
evening and Wednesday morning.
  
",TSLA,
"UPDATE 1-Amazon, Comcast, Electronic Arts submit bids for Nexon holding firm-Maeil report","Amazon.com Inc, Comcast
Corp and Electronic Arts Inc submitted initial
bids for the holding firm of South Korea's biggest gaming firm
Nexon, Maeil Business Newspaper said on Wednesday,
citing investment banking sources.
  
",AMZN,
Mukesh Ambani's plans to take on Amazon and Walmart hits a legal firewall,"A senior Reliance executive says that any data sharing on customers between the two, could run into a legal wall",AMZN,
