date,title,description
4/17/19 15:00,Apple accused in securities fraud lawsuit over iPhone sales in China,"Apple was accused in a new securities fraud lawsuit of concealing a slump in demand for iPhones, particularly in China, leading to a $74 billion one-day slide in its market value once the truth became known."
4/17/19 15:00,Facebook working on voice assistant to rival Amazon's Alexa - CNBC,"Facebook Inc is working on a
voice assistant to rival the likes of Amazon.com Inc's
Alexa, Apple Inc's Siri and Alphabet Inc's Google
Assistant, CNBC reported https://www.cnbc.com/2019/04/17/facebook-building-voice-assistant-to-rival-amazon-alexa-and-apple-siri.html
on Wednesday, citing several people familiar with the matter.
  
"
4/17/19 16:00,UPDATE 1-U.S. chipmakers' shares rally despite demand uncertainty,"As Qualcomm's
major victory against Apple sent semiconductor stocks
to record highs on Wednesday, the sector's strong recent rally
may be at odds with uncertainty about an ongoing downturn in
global demand.
  
"
4/17/19 16:01,U.S. chipmakers' shares rally despite demand uncertainty,"As Qualcomm's
major victory against Apple sent semiconductor stocks
to record highs on Wednesday, the sector's strong recent rally
may be at odds with uncertainty about an ongoing downturn in
global demand.
  
"
4/17/19 16:30,UPDATE 1-Facebook working on voice assistant to rival Amazon's Alexa,"Facebook Inc is working to
develop a voice assistant to rival the likes of Amazon.com Inc's
Alexa, Apple Inc's Siri and Alphabet Inc's
Google Assistant.
  
"
4/17/19 17:01,"TikTok alarm: Govt to directly approach Google, Apple to spike such apps","Govt decides to directly approach Google, Apple to spike such apps"
4/17/19 19:01,"Qualcomm just added $26 billion to its market cap?Cramer, experts weigh in on settlement with Apple","The end of Qualcomm's yearslong battle with Apple brings new hope for a host of technology stocks, market watchers say."
4/17/19 19:30,"EXPLAINER-How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and
Qualcomm Inc on Tuesday settled an acrimonious two-year
legal dispute. Shortly afterward, Intel Corp said it
will exit the smartphone modem chip business.
  
"
4/17/19 21:02,Netflix is still the king of streaming,"Netflix has a message for Disney, Amazon, Apple and the numerous other media and tech companies vying for the streaming media throne: We still wear the crown."
4/17/19 23:00,"CORRECTED-EXPLAINER-How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and
Qualcomm Inc on Tuesday settled an acrimonious two-year
legal dispute. Shortly afterward, Intel Corp said it
will exit the smartphone modem chip business.
  
"
4/17/19 23:30,"Explained: Why is 5G so important, will Apple release a 5G phone this year?",5G is a new network technology for wireless communications that could be up to 100 times faster than current 4G networks.
4/18/19 6:30,UPDATE 3-TSMC upbeat on chip outlook after Apple-Qualcomm settlement; Q1 disappoints,"* Q1 revenue down 16 pct on year in U.S. dollar terms
(Recasts, adds other company comment)
  
"
4/18/19 7:31,"RPT-EXPLAINER-How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and
Qualcomm Inc on Tuesday settled an acrimonious two-year
legal dispute. Shortly afterward, Intel Corp said it
will exit the smartphone modem chip business.
  
"
4/18/19 8:30,New Apple lab uses robots to rip apart devices for recycling materials,"Apple Inc is notorious for
keeping what happens in its laboratories a closely guarded
secret. But the iPhone maker plans to share openly everything
that happens in its newest lab in Austin, Texas.
  
"
4/18/19 10:00,This Apple robot can rip apart over 1 million iPhones a year for recycling,"Apple will open a 'Material Recovery' lab to investigate new techniques using robotics and machine learning to rip apart its devices and recover valuable materials such as copper, aluminum and cobalt"
4/18/19 12:00,KKR grapple with Russell's bowling form as RCB receive Steyn boost,"Also, question mark over Russell's fitness after blow to the shoulder during training"
4/18/19 12:00,"Apple paid up to $6 billion to settle with Qualcomm, UBS estimates",Apple may also be paying Qualcomm between $8 and $9 per iPhone in patent royalty fees.
4/19/19 0:30,"TikTok fans are searching for proxies after Google, Apple blocks app","TikTok, which is very popular among children, is facing criticism for circulation of ""pornographic content""."
4/19/19 23:31,Apple expects cooperation with China on clean energy,"Apple said 44 of its suppliers have committed to 100 per cent renewable energy for their production of Apple products, Yonhap news agency reported late on Thursday"
4/21/19 7:09,Foreign Secretary Vijay Gokhale begins two-day visit to China,"Foreign Secretary Vijay Gokhale arrived in Beijing on Sunday to hold talks on key issues concerning India-China relations with top Chinese officials and foreign minister Wang Yi as the two countries grapple with a host of issues, including Beijing's continuous attempts to block efforts to list Jaish-e-Mohammed's chief Masood Azhar as a ""global terrorist""."
4/22/19 6:01,Saudis grapple with ever-shifting 'red lines',"As fast-paced social reforms shake up the petro-state and aggressive nationalism takes root, inconsistent state responses to perceived transgressions are muddying public understanding of where the boundaries lie."
4/22/19 9:00,"Apple spends more than $30 million on Amazon's cloud every month, making it a top AWS customer",Apple is a big spender on Amazon's cloud -- and it isn't going anywhere anytime soon.
4/22/19 10:30,"Apple will release a 5G iPhone in 2020 with chips from Qualcomm and Samsung, top analyst says",A 5G-equipped iPhone with a faster cellular internet connection would give consumers a reason to upgrade from older models.
4/23/19 0:31,Beyonce?s Lemonade Finally Streaming on Spotify and Apple Music: Listen,"Three years after its release, the album is available to stream on all platforms"
4/23/19 9:00,How to cancel your free trial of Apple News+ before it charges you $9.99,"If you signed up for Apple News+ on March 25, you'll be billed $9.99 on April 25 to continue using the service."
4/23/19 9:30,"Qualcomm's settlement with Apple is going to send the stock soaring even higher, Morgan Stanley says",Qualcomm is already on a tear after settling its dispute with Apple.
4/23/19 12:30,Beyoncé's 'Lemonade' is finally streaming on Spotify and Apple Music,"The Queen Bey is certainly full of surprises. Three years to the day after it was released, Beyoncé's landmark ""Lemonade"" album is finally now available on all major platforms."
4/23/19 13:31,Apple CEO Tim Cook: Europe is leading the U.S. when it comes to tech regulation,"Apple CEO Tim Cook said that the tech industry very much needs to be regulated but he's ""not confident"" in U.S. lawmakers to do it right."
4/23/19 14:30,"Anti-LGBTQ politics put economic growth, jobs at risk. Yet Texas is going there again","The LGBTQ community and major employers say a bill passed by the Texas Senate is a license to discriminate, giving professionals the right to turn away people based on religious beliefs. Amazon, Dell, Apple and Facebook urged Texas to drop the bill."
4/23/19 17:01,Apple CEO says FBI's 2016 case about San Bernadino shooter's locked iPhone was 'very rigged',Apple's CEO is still upset about a court battle with the FBI from 2016 following the San Bernadino terrorist attack.
4/24/19 2:05,Teen sues Apple for $1 billion over theft charge,"Ousmane Bah, 18, said he was arrested at his home in New York in November and charged with stealing from an Apple store. The arrest warrant included a photo that didn?t resemble Bah, he said in a lawsuit filed on Monday."
4/24/19 8:30,Apple's doing something it hasn't done in more than a decade,"Apple shares are trading above their average price target, but analysts are still the most bearish they've been on the stock in 15 years."
4/24/19 8:31,"Goldman Sachs: Apple's iPhone sales this year will disappoint, causing stock decline",Goldman Sachs underscored its lukewarm thesis on Apple and said it believes the company will ship fewer iPhones than Wall Street expects.
4/25/19 0:30,"Microsoft tops $1 trillion after strong Q3 earnings, cloud growth forecast","Microsoft shares rose 4.4 per cent to $130.54 in late trading after the forecast issued on a conference call with investors, pushing the company ahead of Apple Inc's $980 billion market capitalisation"
4/25/19 1:00,"Fiona Apple, Neil Young, Beck, Cat Power Appear on Echo in the Canyon Film Soundtrack",Listen to Jakob Dylan?s Mamas & the Papas cover from the documentary?s soundtrack
4/25/19 5:05,Boeing axes 210 orders after Jet Airways stops flying,The adjustment pushed the world?s largest planemaker behind European rival Airbus in the race for business this year as both companies grappled with cancellations that outweighed new orders in the first quarter.
4/25/19 8:30,From glass maker to tech company ? how Corning reinvented itself with the changing times,"Since 1851, Corning has evolved from a light bulb manufacturer to making high-tech glass products for companies like Apple, Verizon and Samsung. Here is a look at how Corning has continuously reinvented itself to keep up with the changing times."
4/25/19 10:00,Apple recalls some power adapters that 'create a risk of electrical shock',"Apple is recalling power plugs sold in Hong Kong, Singapore and the U.K."
